Name,stars,Title,Reviews
Oliver Albrecht,,"Film-, Fotoobjektiv für BMPCC & Panasonic GH4 | Adapterwahl MFT zu EF | Videoreview","Your browser does not support HTML5 video.  Besonders im Bereich Film sind viele Filmcrews und Kameraleute auf die besten Objektive der Welt angewiesen, jedoch sind die meisten wirklich guten Objektive außerhalb der Preispannen die besonders kleine Teams und Kameraleute sich leisten können. Da die Blackmagic Pocket Cinema Camera und auch die beliebte Panasonic GH4 mit einem MFT Mount kommt fallen normalerweise EF Objektive aus dem Programm doch dank einem MFT zu EF Adapter ist das dennoch möglich.So bringt Sigma einen neuen Glanz in die Welt der MFT Kameras und erzeugt lichtstarke und scharfe Bilder für die Filme der Teams die auf die Technologie der MFT Kameras setzen. Natürlich können auch Canon Kameras wie die EOS 600D welche ich habe damit verwendet werden (ein paar Fotos dazu sind am Ende der Rezension angehangen!)------------------Tipp für Adapterwahl: Es gibt manuelle und aktive Adapter für MFT zu EF Objektive diese haben jeweils unterschiedliche Vor- und Nachteile auf diese ich mal kurz eingehe - mein persönlicher Tipp ist der Aputure Lensregain, warum steht unten.Manuelle Adpater haben KEINE ELEKTRONIK und können dadurch keinerlei elektronische Signale durchleiten (es gibt daher keinen Autofokus oder Blendensteuerung, elektronischer Bildstabilisator wird nicht angesteuert) Fotodiox Lens Mount Adapter, Canon EOS EF, EF-S Lens to Micro Four Thirds System Camera such as Panasonic Lumix, OM-D & BMPCC Aktive Adapter: Es gibt aber auch aktive Adapter diese haben fast immer einen ""Focal Reducer / Fokusreduzierung"" dadurch wird die Blende vom Objektiv um bis zu 1 Stop verbessert, ein Autofokus ist möglich und der elektronische Bildstabilisator wird auch angesteuert. Besonders interessant ist jedoch der Fakt das besonders die Blackmagic Pocket Cinema Camera mit einem Crop-Faktor (Vergrößerung der Brennweite) von 2,88x kommt das würde dann aus einem 18-35mm Objektiv ein ca. 50-100mm Objektiv machen - der Focal Reducer verinngert das um 0,75x (aus dem 18-35mm wird dann theoretisch ein 38-75mm Objektiv mit einer Blende von 1.2 anstatt 1.8) Aputure DEC lensregain Kabelloser Fernbedienung Adapter für Micro Fourthirds (MFT) Mirrorless Cameras ------------------Lieferumfang:---------------------Das Sigma 18-35mm f1.8 Objektiv kommt in einer wirklich sehr guten Verpackung mit einer kleinen Objektivtasche zusammen mit Anleitung, Garantiekarte, Objektiv und auch der Sonnenblende. Besonders auffällig für das Sigma ist das Material welches einen sehr sehr hochwertigen Eindruck macht - Das Objektiv ist wirklich sehr schwer aufgrund des Metallgehäuse.Inbetriebnahme:---------------------Wie ein Objektiv an einer EF-Kamera genutzt wird brauche ich hier wohl nicht erklären, aber ich gehe trotzdem mal fix drauf ein. Das Objektiv hat einen roten Punkt am Ring welcher genau auf den Roten Punkt der Kamera gesetzt wird und dann im Uhrzeigersinn aufgedreht wird um es zu befestigen. Das gleiche macht man auch bei der Blackmagic und der Panasonic GH4.Leistung & Qualität:---------------------Das Objektiv stammt aus der A-Serie (die ""Arts"" Serie von Sigma steht für Qualität und scharfe Bilder laut Sigma) und genau das merkt man nicht nur bei dem Gewicht des Objektives sondern auch bei der Qualität der Abildungsleistung. Die Blende von 1.8 ist sehr beeindruckend, denn meines wissens nach ist Sigma mit dem 18-35mm f1.8 wohl einer der ersten Hersteller die es geschafft haben ein solches Obektiv auf den Markt zu bringen.Durch die Blende von 1.8 kann man beruhigt mit dem Zoom-Objektiv auch auf Reisen perfekte Fotos machen wenn es mal etwas dunkler ist draußen bzw. drinnen. Auch die Tiefenschärfe kommt durch die 1.8 einfach nur perfekt rüber. Die Schärfe der Fotos ist unabhängig von der Kamera einfach nur gestochen scharf (besonders in der Preisklasse ist eine solche Klarheit, Schärfe und Blende sehr selten, bis nie zu finden)Autofokus & manueller Fokus---------------------Der Autofokus des Sigma ist sehr schnell und trifft auf den Punkt, auch bei Low-Light Situationen kommt durch vergüteten Linsen eine ideale Scharfstellung zustande. Was jedoch einfach klasse gelungen ist, merkt man bei der Situation das nach einem Autofokus das manuelle überschreiben der Schärfe jederzeit via drehen des Schärfereglers möglich ist (man kann quasi im AF Modus trotzdem manuell nachschärfen!). Der manuelle Modus arbeitet leichtgängig, leicht und dennoch nicht zu leicht, sodass keine versehentliche Veränderung der Schärfe passiert.Objektiv an MFT Kamera---------------------Wie bereits vorab beschrieben ist für die Verwendung des Sigma 18-35mm EF Objetives ein Adapter notwendig der es schaft MFT zu EF umzuwandeln. Je nachdem welchen Adapter man verwendet bringt dieser einige Funktionen mit sich (ich bin im Video bewusst auf den Lensregain ""siehe oben"" eingegangen da der manuelle Adapter mittlerweile eingemottet wurde bei mir.)Wie bereits oben beschrieben ist an der Blackmagic Pocket Cinema Camera das Sigma 18-35mm Objektiv mit einer Brennweite von 38-70mm zu vernehmen, dadurch ist der typische Filmbereich 35mm und 50mm relativ gut abgedeckt. Was jedoch besonders gut durch das Objektiv wirkt ist die 1.8 Blende (durch den Adapter auf 1.2) dadurch kriegen die Aufnahmen einen sehr guten Look, was besonders im Bereich des Abends, Dämmerung klasse durchkommt. Wer jedoch auch Nachts einmal ein paar Aufnahmen machen möchte sollte bedenken das bei ISO 400 und der 1.2 das Bildrauschen zwar kaum zu erkennen ist, jedoch immernoch vorhanden ist.Für die Verwendung des Objektives bei Tag sei eine kleine Warnung ausgesprochen, denn hier spreche ich den Tipp aus das durch das 72mm Filtergewinde einige gute ND-Filter verwendet werden können (bitte achtet darauf das ein <10€ Filter die Abildungsleistung des Objektives nicht sonderlich verbessert - meine Empfehlung ist Hoya als Hersteller). Durch einen ND-Filter können auch bei einer Blende von 2.2 am Tage wundervolle Aufnahmen gemacht werden und man erhält den typischen Filmschärfe-Effekt (der Hintergrund wirkt sehr unscharf - ist im Video zu sehen!).Fazit---------------------Ein Objektiv kann man nur schwer empfehlen, denn es ist immer eine etwas subjektiv Meinung mit dabei. Das eigene Empfinden kann ich bei der Bewertung nur schwer raushalten, denn ich bin einfach begeistert vo der Leistung des Objektives für seinen Preis (und das muss an dieser Stelle erwähnt werden!). Besonders für semi-professionelle und Fortgeschrittene Fotografen und Videografen ist dieses Objektiv der ideale Begleiter.Wer noch nicht überzeugt ist, kann ja mal die Videoreview von mir anschauen und sich dann entscheiden ob es passt - ich hänge zusätzlich noch ein, zwei Fotos an die Rezension dran."
Tim,,Achtung: keine Verlängerung der Herstellergarantie auf drei Jahre möglich!,"Ja, eine Rezession sollte nur das Produkt bewerten. Aber ich möchte auf Umstände eingehen, die vielleicht nicht jedem klar sind.Das Objektiv selbst ist - wie hier schon oft beschrieben - sehr gut: die Bildqualität (an einer 70D) ist spitze - auch bei Offenblende, die Verarbeitung und Haptik hervorragend und beim Zoomen und Fokussieren ändert es weder die Länge noch dreht sich die Frontlinse. Es bietet eine Lichtstärke für Brennweiten, für die es so schlicht keine vergleichbare Festbrennweite geschweige denn ein anderes Zoom-Objektiv gibt. Wer auf Lichtstärke aus verschiedenen Gründen an einer Crop-Kamera braucht, wird um dieses Objektiv meiner Meinung nach nicht herumkommen.Andererseits ist es relativ schwer, einen Bildstabilisator hat es nicht und der Zoombereich dürfte gerne einen oder zwei Millimeter früher beginnen und bis 50mm reichen. Aber diese drei Punkte kennt man vor dem Kauf und sind absolut kein Grund für Punktabzug. Es ist und bleibt ein sehr potentes Objektiv.Das wären dann also glatte 5 von 5 Sterne.Wie ich eingangs sagte, man sollte nur das Objektiv selbst bewerten, und so gibt es auch keinen Punktabzug, dass erst beim zweiten Objektiv der krasse Front-Fokus überhaupt per USB-Dock korrigiert werden konnte; beim ersten, das ich erhalten habe, hat der Korrekturbereich gerade im Weitwinkel nicht ausgereicht.Daher am besten das USB-Dock gleich mitbestellen und darauf hoffen, es einstellen zu können (dauert ca. 2-3 Stunden). Was ich von der Notwendigkeit des Docks und der kundenseitigen AF-Einstellung halte, lasse ich einmal unkommentiert.An meiner 70D trifft nach der eigenen Feineinstellung der AF bei Offenblende auch insbesondere mit dem mittleren AF-Punkt sehr genau. Bei dieser geringen Schärfentiefe muss man allerdings sehr präzise arbeiten und beim verschwenken (also erst auf das Motiv mit dem mittleren Sensor fokussieren und dann das Motiv per Kameraschwenk in eine andere der Bildkomposition zuträglichen Position rücken) dürfte oft das Motiv selbst unscharf werden. Dafür kann das Objektiv jedoch nichts.Was aber einige vielleicht noch nicht wissen: Amazon verkauft offenbar Objektive, die nicht für eine Verlängerung der Herstellergarantie qualifiziert sind. Beim Versuch, dies auf der Sigma Seite zu tun, bekommt man die Fehlermeldung, dass die Ware nicht für den deutschen Markt bestimmt sei (Tippfehler und eine zu späte Registrierung kann ich ausschließen).Meine Anfragen an Amazon und Sigma sind bisher ohne Ergebnis; falls sich etwas neues ergibt, ergänze ich diese Rezession.Wer also dieses Objektiv und auch andere (z.B. Sigma 17-50mm f/2.8 EX DC OS HSM) hier kauft, sollte darauf achten, dass auf der Verpackung ein silberner Aufkleber aufgebracht ist, der explizit auf die Garantieverlängerung hinweist. Fehlt dieser, hat man wie es im mitgelieferten Garantiezettel steht nur ein Jahr Herstellergarantie (und zwei Jahre gesetzliche Gewährleistung). Man kann dann damit leben oder es zurückschicken. Aber man sollte sich darüber bewusst sein.Ich finde es von Amazon nicht schön, dass sie darauf nicht hinweisen, auch wenn sie es nicht müssen. Von Sigma finde ich es ebenso inakzeptabel, dass einerseits mit drei Jahren Herstellergarantie geworben wird, aber offenbar Online-Händler wie Amazon solche Objektive nicht verkaufen (dürfen). Das war für mich ein wichtiger Grund, diese Rezession zu verfassen und dem einen oder anderen Kunde ein böses Erwachen zu ersparen.Ich habe übrigens in einer Recherche keinen anderen Online-Händler gefunden, der dieses Sigma Objektiv mit Hinweis auf eine mögliche Verlängerung der Herstellergarantie verkauft. In entsprechenden Foren sind die Kunden darüber auch nicht begeistert. Scheinbar gilt die Garantieverlängerung tatsächlich nur für Händler, die ihre Ware vor Ort im Laden verkaufen.Positiv für Amazon möchte ich hervorheben, dass das erste defekte Objektiv problemlos ersetzt wurde und auch sonst der Service absolut problemlos und kulant abläuft.Da das Objektiv selbst wirklich klasse ist (sofern es denn richtig fokussiert), tue ich mir mit den Sternen schwer. Ich ziehe daher nur einen Stern ab. Es ist wirklich ein Jammer: gerade dieses Objektiv zeigt, dass Sigma sehr, sehr gute Objektive bauen kann, doch bekommt Sigma dieses ewige Problem des verstellten Autofokus nicht in den Griff. Dann noch die zusätzliche Verwirrung bei der Garantie. Das macht es einem nicht gerade leicht, sich für ein Objektiv dieses Herstellers zu entscheiden.Update: der Fokus saß auch beim 2. Exemplar nicht richtig. Dank des Programms Focal von Reikan, der Dot-Tune-Methode und der Hilfe des folgenden Artikels ([...]) funktioniert das Fokussieren jetzt deutlich besser. Der Knackpunkt des Artikels: es reicht nicht immer aus, das Objektiv per USB-Dock einzustellen.Wer diesen Aufwand nicht treiben will, sollte sein Exemplar direkt nach dem Kauf gut überprüfen, auch bei unterschiedlichen Abständen zum Motiv und unterschiedlichen Brennweiten. Mein Tipp wäre, bei nicht akzeptablen Abweichungen das Exemplar als defekt zurückzuschicken."
Jaso,,Not as sharp as I imagined.,"Truly excellent build quality and speed. Nice and quiet autofocus, which struggled a little in various lighting conditions at times.Wasn't happy with sharpness using my K-50 however. Perhaps it was a 1 off.Returned thanks to Amazons great service.Would love another, but before I do, I think I'll get a K-3"
Chris,,Contentissimo,F 1.8questo dice tutto. Foto e Video bellissimi e il look che da e veramente grandioso!18-35mm vanno benissimo e su APSC il look e favoloso!
Andy,,Spitzen Objektiv! ...nach Kalibrierung mit Sigma USB-Dock...,"Absolut empfehlenswerte Linse mit der vielleicht besten optischen Leistung aller Zooms für das ASP-C Format. Da ich bisher lediglich Festbrennweiten für andere Brennweitenbereiche hatte, habe ich noch etwas für den Bereich <50mm, in welchem ich einen Großteil meiner Fotos erstelle, gesucht. Das 35 1,8 war als Erstes auf dem Programm. Dies ist wohl auch besser wenn man etwas sehr leichtes und günstiges sucht. Ich habe mich dann aber für das Mehr dieses Objektivs entschieden und es nicht bereut!Haptik, Verarbeitung usw. ist wie schon öfters beschrieben über jeden Zweifel erhaben. Ja, es ist relativ schwer, für mich ist dies jedoch kein Problem. Ganze Tagestouren mache ich normal nicht und selbst bei Wanderungen mit 5-6h hatte ich auch früher schon kein Problem ähnlich schwere Objektive mit zu schleppen. Das muss jedoch natürlich jeder für sich entscheiden.Getoppt wird das Ganze nur noch von der optischen Leistung! Bessere Abbildungsleistung als alle meine Festbrennweiten! Und sogar bei Blende 1,8 schon fast auf Höchstniveau. Bokeh ist auch wirklich gelungen.Ja, und dann der Autofokus… Ich hatte natürlich auch schon vor dem Kauf über die Probleme gelesen und mir deshalb den Sigma USB-Dock mit bestellt. Auch mein Objektiv hatte von Werk aus einen Frontfokus. Das Problem ist hier halt auch, dass man durch die geringe Naheinstellungsgrenze und die Spitzenleistung bei 1,8er Blende dazu verleitet wird, sehr oft mit sehr, sehr geringer Schärfentiefe zu arbeiten. Bei genauem Nachprüfen stellt man oft auch bei den anderen Objektiven leichte Fehler fest, welche man dort jedoch in der Praxis meist nicht sieht.Auf jeden Fall habe ich es ausführlich getestet und kalibriert. Wer nach einer Methode sucht wie man dies macht, empfehle ich bei gwegner.de nach ""Sigma USB Dock Fokus kalibrieren"" zu suchen!Ich habe bei der dort beschriebenen Methode jedoch immer nach dem Fokussieren mit Kontrast-AF erst den Fokus kurz manuell verstellt und dann nochmals mit Phasen-AF scharf gestellt. Ohne das Verstellen hat er bei mir teils den AF stehen gelassen, obwohl beim ganz frisch fokussieren eine kleine Abweichung sichtbar war. Auch würde ich nicht nur einen Durchlauf zum kalibrieren machen. Ich habe 3x alles durch gemessen. Mir kam es so vor, als ob durch die Korrekturwerte bei z.B. 18mm auch die daneben liegenden 24mm Werte wieder leicht beeinflusst werden. Evt. erzeugt die Software hier eine Korrekturkurve welche quasi geglättet ist?Alles in allem habe ich hierfür ca. 2-3h aufgewendet. Das ist bei so einem Produkt zwar ärgerlich, jedoch handelt es sich hier halt auch um einen Grenzbereich des Möglichen, wo sich die anderen Firmen vermutlich genau deshalb noch nie dran gewagt haben. Bei mir hat das Kalibrieren auf jeden Fall gut funktioniert. Die Konstanz liegt bei mir jetzt für die große Blendenöffnung auf einem sehr hohen Level!Wenn es mal kalibriert ist, ist es wirklich sensationell was man hiermit aus einer ASP-C Kamera raus holen kann!Deshalb kommt für mich, mit meinem Exemplar, außer 5 Sterne nichts in Frage!"
tania pinel,,love love this lens but i dont think its good ...,love love this lens but i dont think its good as a main lens im new to photography im not sure what one i should get for everyday use
Amazon Nerd,,Super Glas,"Ich mache es jetzt kurz und knapp ;)Getestet an der Nikon D7100:+ Super Schärfe insgesamt+ Super Schärfe ab 1,8+ Super Verarbeitet+ Super Haptik+ Schneller und präziser Fokus (der bei mir nie falsch lag... bis jetzt)+ Innen fokussiert+ Naheinstellgrenze 28 cm (finde ich Bombe)+/- relativ schwer, da aus Metall (aber wenn das nicht wäre, wäre es auch nicht Super Verarbeitet ;)Diese Objektiv ist ab jetzt mein neues ""Immer drauf""MfG"
D GUILBAUD,,SIGMA ART,"LE TOP DU TOP, OBJECTIF SUPERBE ET TRES FACILE D UTILISATION, SIGMA A FAIT DU BON TRAVAIL. J AI FAIT UNE SEANCE PHOTO STUDIO AVEC EXCELLENT JE REMERCIE LE VENDEUR ET AMAZON BIENSUR"
julien,,Great Quality and fast shipping,Must Buy. Great Quality and fast shipping. Great Buy
Blondo,,ottima,"Che dire un ottima lente. Dettagli assicurati,per non parlare dell F1.8 su tutte le focali utile in molte occasioni (a volte a f1.8 tentenna un pò con l'autofocus ma è più che normale in ottiche cosi luminose ma Basta chiudere a f2.0,f3.0 ed è perfetto). La ho da poco tempo,ma mi sta dando dei bei risultati assieme alla mia k-30.Le uniche pecche di quest obbiettivo sono il peso e l' escursione ridotta. Un 16-35 mm sarebbe stato il top. ma non si può voler tutto =)"
Pauline,,Exceptionnel!!,"C'est un objectif exceptionnel!D'une part, en le tenant en main on ne peut que constater la qualité de la fabrication.Et d'autre part, pour une photographe amateur comme moi, il sublime nos image."
-Neo-,,"Super, wenn man das richtige Objektiv erwischt!","Es brauchte 3 Anläufe, bis ich ein funktionierendes Objektiv in den Händen hielt. Das erste hatte einen nicht unerheblichen Frontfokus, der in seiner Stärke je nach Licht und Brennweite variierte. Daher ließ er sich auch nicht über die Kamera zuverlässig korrigieren. Ich schickte es zurück und bekam ein zweites, jedoch hatte ich hier genau das gleiche Problem. Sogar die Stärke des Frontfokus war fast gleich und genauso unzuverlässig und daher nicht einstellbar.Ich fing an an meiner Kamera zu zweifeln und ging mit meiner Canon 70d zum Einstellen zu Canon. Die versicherten mir, dass der Autofokus meiner Kamera hervorragend funktioniere, allerdings hätte das Sigma einen starken Frontfokus - auch an anderen Kameras. Also ging auch das zweite Objektiv wieder zurück zu Amazon.Ich wollte es noch ein drittes Mal probieren und ging diesmal zum Fotoladen-um-die-Ecke (bei mir Foto-Gregor) und testete das Sigma ausgiebig vor Ort. Das Ergebnis: es funktionierte perfekt. Kein Front- oder Backfokus, schnelle lautlose Fokussierung, auch bei Offenblende und schwachem Licht, also nahm ich es mit.[*****] BildqualitätEgal ob F1.8, F8 oder F16: das Objektiv ist gestochen scharf. Etwas abblenden erhöht zwar noch ein wenig die Schärfe, aber nur minimal und nur wenn man ganz genau hinguckt. Damit kann man die Blende voll zur Steuerung der Tiefenschärfe und für Available-Light-Aufnahmen nutzen: toll!Nur leichte Vignetrierung in den Bildecken und so gut wie keine Verzerrung machen eine Nachbearbeitung der Bilder überflüssig und man kann sie direkt übernehmen. Andere berichten von leichten CAs in den Bildecken - ich konnte bisher noch keine entdecken. Einfach nur genial![*****] VerarbeitungTop. Objektiv aus Metall, Fokussierring und Zoom drehen sich genau mit dem richtigen Widerstand, nichts wackelt, knarzt oder macht sonstige Geräusche. Und auch die Sonnenblende sitzt fest, wackelt nicht und hat sogar eine kleine Gummilippe. Klare 5 Sterne! Bei den zwei anderen Objektiven, die ich vorher hatte, war das übrigens anders: der Zoom hatte einen viel zu großen Widerstand, sodass ich geschlagene 2 - 3 Sekunden brauchte um von 18 auf 35mm zu kommen oder umgekehrt. Dabei klapperte auch noch das Objektiv in der Kamera, da es etwas Spiel hatte.[****.] GewichtJa, es ist etwas schwerer - dafür ist es komplett aus Metall. Ich empfinde das Gewicht jedoch nicht als störend - ganz im Gegenteil. Es wirkt dadurch sehr wertig und erleichtert verwacklungsfreies Knipsen.[****.] Available LightDas Sigma wird ein Standardzoom mit F2.8 und Optical Stabilizer ersetzen. Die Lichtstärke von F1.8 ist zwar überragend, aber aufgrund des fehlenden OS geht die zusätzliche Lichtstärke in die schnellere Belichtungszeit um verwacklungsfrei zu fotografieren. Also entweder hat man ein Stativ dabei, oder eine sehr ruhige Hand. Wenn nicht bringt das Objektiv bei AL keinen Vorteil gegenüber des stabilisierten 2.8ers.[***..] AutofokusIn 90% aller Fälle super. Bei schwachem Licht und bei Offenblende hingegen kann man ihm leider nicht ganz trauen. Macht man ein Bild mithilfe des Autofokus und klappt danach den Spiegel hoch und fokussiert über Live View, so stellt man fest, dass sich der Autofokus hin und wieder etwas vergreift. Siehe dazu die zwei Bilder von Thomas-i-Punkt mit Auschnittsvergrößerung. Wenn man sicher gehen möchte, sollte man bei schwachen Licht sein Foto noch einmal genau kontrollieren oder fokussiert gleich mit Live View: dann sitzt der Fokus nämlich immer zu 100%.Davon abgesehen ist er super: schnell, präzise, leise und innenfokussiert![****.] Fazit:Es gibt von mir eine klare Kaufempfehlung. Die Abbildungsqualität ist über jeden Zweifel erhaben und durch die tadellose Verarbeitung macht es einfach nur Spaß es zu benutzen. Wegen der Fokussprobleme gibt es von mir einen Stern Abzug: man muss seine Bilder im Nachhinein nochmal auf Schärfe kontrollieren. Außerdem scheint es auch bei diesem Sigmaobjektiv eine Serienstreuung zu geben: also nach dem Kauf am besten den Autofokus auf Herz und Nieren prüfen und im Zweifel muss das Objektiv halt zurück - leider! Aber nicht aufgeben: es gibt sie, die perfekt funktionierenden Objektive. Man muss sie halt nur finden!"
